SpikeUp,96,288,1B247E55,0,1,1,4294967295,0,0
SpikeUp,128,288,FF1DEB9C,0,1,1,4294967295,0,0
SpikeUp,160,288,6B81AA2A,0,1,1,4294967295,0,0
SpikeUp,256,192,1120B254,0,1,1,4294967295,0,0
SpikeUp,448,288,8CB1C26F,0,1,1,4294967295,0,0
SpikeDown,480,256,67E15E79,0,1,1,4294967295,0,0
SpikeDown,512,256,7674C5AE,0,1,1,4294967295,0,0
SpikeUp,512,288,50D4C622,0,1,1,4294967295,0,0
SpikeUp,544,288,D4D69EA5,0,1,1,4294967295,0,0
SpikeUp,576,288,B827652A,0,1,1,4294967295,0,0
SpikeUp,608,288,DCC3D479,0,1,1,4294967295,0,0
SpikeUp,0,384,ED25B27A,0,1,1,4294967295,0,0
SpikeUp,32,384,4ED9FFF5,0,1,1,4294967295,0,0
SpikeDown,736,224,E6D37028,0,1,1,4294967295,0,0
SpikeDown,576,128,8E7BDFEB,0,1,1,4294967295,0,0
SpikeDown,608,128,D8F97586,0,1,1,4294967295,0,0
SpikeDown,640,160,37949687,0,1,1,4294967295,0,0
SpikeDown,672,160,6D70EBC8,0,1,1,4294967295,0,0
SpikeDown,704,192,38B2B7B2,0,1,1,4294967295,0,0
SpikeUp,512,192,24595556,0,1,1,4294967295,0,0
SpikeUp,192,192,516A6F41,0,1,1,4294967295,0,0
SpikeUp,896,320,DCA1F868,0,1,1,4294967295,0,0
SpikeUp,928,320,2BD298BC,0,1,1,4294967295,0,0
SpikeLeft,1024,352,D683F7FF,0,1,1,4294967295,0,0
SpikeUp,1056,320,47288F63,0,1,1,4294967295,0,0
SpikeDown,800,224,52B821BB,0,1,1,4294967295,0,0
SpikeDown,832,224,D25E000C,0,1,1,4294967295,0,0
SpikeUp,1088,192,FEA2C118,0,1,1,4294967295,0,0
SpikeUp,1120,192,97A6A323,0,1,1,4294967295,0,0
SpikeRight,1088,96,19AE112C,0,1,1,4294967295,0,0
SpikeLeft,1024,96,AE96124C,0,1,1,4294967295,0,0
SpikeUp,1152,96,D0E9FBF1,0,1,1,4294967295,0,0
SpikeRight,1152,0,73C3CE92,0,1,1,4294967295,0,0
SpikeUp,1600,576,3784D8F5,0,1,1,4294967295,0,0
SpikeUp,1632,576,ECA5C8A5,0,1,1,4294967295,0,0
SpikeRight,1984,384,3F930E30,0,1,1,4294967295,0,0
SpikeLeft,2016,320,12A8201A,0,1,1,4294967295,0,0
SpikeDown,2016,480,850FE60F,0,1,1,4294967295,0,0
SpikeDown,2048,480,E4F0F014,0,1,1,4294967295,0,0
SpikeUp,2016,448,9E4ACFDE,0,1,1,4294967295,0,0
SpikeUp,2048,448,AC22EF62,0,1,1,4294967295,0,0
SpikeRight,2048,320,26678FF6,0,1,1,4294967295,0,0
SpikeRight,2112,896,DE655AA6,0,1,1,4294967295,0,0
SpikeRight,2080,864,98AFCB10,0,1,1,4294967295,0,0
SpikeRight,2048,832,8311EBC3,0,1,1,4294967295,0,0
SpikeLeft,2144,864,0C3A5505,0,1,1,4294967295,0,0
SpikeLeft,2112,832,7F1555F0,0,1,1,4294967295,0,0
SpikeLeft,2080,800,1B4DBD0B,0,1,1,4294967295,0,0
SpikeUp,2144,768,40F74BF2,0,1,1,4294967295,0,0
SpikeUp,2112,768,61D05E26,0,1,1,4294967295,0,0
SpikeUp,2016,736,74E4C115,0,1,1,4294967295,0,0
SpikeUp,1984,800,1556FAC5,0,1,1,4294967295,0,0
SpikeLeft,2032,672,7C33A442,0,1,1,4294967295,0,0
SpikeRight,2064,672,411316AB,0,1,1,4294967295,0,0
SpikeLeft,1984,768,C419D834,0,1,1,4294967295,0,0
SpikeLeft,1952,832,2CBFBF72,0,1,1,4294967295,0,0
SpikeDown,1920,768,23807885,0,1,1,4294967295,0,0
SpikeRight,1888,832,520E7D1F,0,1,1,4294967295,0,0
SpikeUp,1920,896,2A14DEC7,0,1,1,4294967295,0,0
SpikeDown,1920,928,C27B7B82,0,1,1,4294967295,0,0
SpikeUp,1824,928,DAE25E9B,0,1,1,4294967295,0,0
SpikeUp,1856,960,4B8B8312,0,1,1,4294967295,0,0
SpikeUp,1888,1056,F9BEDF14,0,1,1,4294967295,0,0
SpikeUp,1920,1120,978CF7D5,0,1,1,4294967295,0,0
SpikeUp,1952,1152,98189A69,0,1,1,4294967295,0,0
SpikeDown,1984,928,22220B44,0,1,1,4294967295,0,0
SpikeUp,1952,992,AC7C6B82,0,1,1,4294967295,0,0
SpikeLeft,1984,1088,1411D6ED,0,1,1,4294967295,0,0
SpikeDown,1952,1024,09F1E41D,0,1,1,4294967295,0,0
SpikeUp,2016,992,14CE55CC,0,1,1,4294967295,0,0
SpikeRight,1952,704,4467CC03,0,1,1,4294967295,0,0
SpikeLeft,2080,608,416A20AA,0,1,1,4294967295,0,0
SpikeUp,736,320,80857B8D,0,1,1,4294967295,0,0
SpikeUp,768,384,B8105104,0,1,1,4294967295,0,0
SpikeLeft,1056,256,39F4E941,0,1,1,4294967295,0,0
SpikeUp,960,352,9C16CCB2,0,1,1,4294967295,0,0
SpikeDown,992,448,15F56333,0,1,1,4294967295,0,0
SpikeUp,992,416,F64D5916,0,1,1,4294967295,0,0
SpikeLeft,864,352,0F5D1279,0,1,1,4294967295,0,0
SpikeUp,288,576,10C7B5A6,0,1,1,4294967295,0,0
SpikeUp,320,576,1BAAE822,0,1,1,4294967295,0,0
SpikeUp,352,576,BE968B81,0,1,1,4294967295,0,0
SpikeUp,384,576,B669DC0A,0,1,1,4294967295,0,0
SpikeUp,416,576,6DA2F982,0,1,1,4294967295,0,0
SpikeUp,640,576,4E3950FE,0,1,1,4294967295,0,0
SpikeUp,672,576,54C26440,0,1,1,4294967295,0,0
SpikeUp,704,576,AD254980,0,1,1,4294967295,0,0
SpikeDown,512,96,D8489C6E,0,1,1,4294967295,0,0
SpikeDown,544,96,0432E528,0,1,1,4294967295,0,0
SpikeDown,480,96,786F9BC9,0,1,1,4294967295,0,0
SpikeDown,768,256,D2226BB9,0,1,1,4294967295,0,0
SpikeUp,1968,576,64743A6D,0,1,1,4294967295,0,0
SpikeUp,2000,576,6A508291,0,1,1,4294967295,0,0
SpikeDown,1968,608,B48E9954,0,1,1,4294967295,0,0
SpikeDown,2000,608,090D3855,0,1,1,4294967295,0,0
SpikeDown,2032,528,02481FF0,0,1,1,4294967295,0,0
SpikeUp,2032,496,317FBB17,0,1,1,4294967295,0,0
Block,64,320,C45D8D84,0,4,1,4294967295,0,0
Block,192,224,F34362FB,0,3,1,4294967295,0,0
Block,192,256,E40512D9,0,1,3,4294967295,0,0
Block,0,416,EF7644EF,0,2,1,4294967295,0,0
Block,64,352,DDDE835B,0,1,3,4294967295,0,0
Block,448,320,E37296C7,0,6,1,4294967295,0,0
Block,768,416,9C1033D8,0,4,1,4294967295,0,0
Block,448,352,F7A44937,0,1,8,4294967295,0,0
Block,608,352,7F8839F7,0,1,8,4294967295,0,0
Block,256,256,9D888ED8,0,1,11,4294967295,0,0
Block,736,352,D859900C,0,1,8,4294967295,0,0
Block,480,224,57747C5B,0,2,1,4294967295,0,0
Block,480,192,BE6E0B38,0,1,1,4294967295,0,0
Block,0,96,58CED5A3,0,3,1,4294967295,0,0
Block,64,64,7D226EF2,0,4,1,4294967295,0,0
Block,160,32,6F538A9C,0,11,1,4294967295,0,0
Block,480,64,B8FA757E,0,4,1,4294967295,0,0
Block,576,96,A20CF3D3,0,3,1,4294967295,0,0
Block,640,128,4F5BA5E0,0,3,1,4294967295,0,0
Block,704,160,F0C79D13,0,2,1,4294967295,0,0
Block,736,192,164BC41F,0,4,1,4294967295,0,0
Block,-32,96,B701D24E,0,1,11,4294967295,0,0
Block,896,352,B0211CFC,0,2,1,4294967295,0,0
Block,896,384,FA9CFCDD,0,1,2,4294967295,0,0
Block,960,384,9825393D,0,1,6,4294967295,0,0
Block,992,544,5DCF1C06,0,5,1,4294967295,0,0
Block,1056,352,2E662497,0,1,5,4294967295,0,0
Block,1056,224,1DAC812B,0,4,1,4294967295,0,0
Block,1056,192,A809BFBC,0,1,1,4294967295,0,0
Block,832,160,68BBF47A,0,2,1,4294967295,0,0
Block,864,128,FC0B76C2,0,2,1,4294967295,0,0
Block,896,96,2C2374D3,0,2,1,4294967295,0,0
Block,928,64,41D7E012,0,2,1,4294967295,0,0
Block,960,32,E2CF4677,0,3,1,4294967295,0,0
Block,1056,0,373BBBA7,0,3,1,4294967295,0,0
Block,1152,256,0F190D79,0,1,10,4294967295,0,0
Block,1056,32,0FE452E8,0,1,3,4294967295,0,0
Block,1184,480,8C63610E,0,4,1,4294967295,0,0
Block,1280,448,A93A80F0,0,9,1,4294967295,0,0
Block,1152,128,C5ECF5CD,0,1,3,4294967295,0,0
Block,1664,320,A4D97E72,0,1,9,4294967295,0,0
Block,1568,512,8724722A,0,1,3,4294967295,0,0
Block,1696,480,0C11B5A9,0,5,1,4294967295,0,0
Block,1824,448,98DC0B0E,0,2,1,4294967295,0,0
Block,1856,416,83C5D78F,0,2,1,4294967295,0,0
Block,1888,384,67CE17FA,0,2,1,4294967295,0,0
Block,1920,352,602E23A0,0,1,1,4294967295,0,0
Block,1952,320,CEB3322E,0,1,9,4294967295,0,0
Block,2112,352,65C0C720,0,1,1,4294967295,0,0
Block,2112,384,FAB0CDB9,0,2,1,4294967295,0,0
Block,2144,416,3563C68F,0,2,1,4294967295,0,0
Block,2176,448,0908D07A,0,2,1,4294967295,0,0
