bDefaultTiles,0,544,128,64,32,32,0,1,1,4294967295
bDefaultTiles,32,544,128,64,32,32,0,1,1,4294967295
bDefaultTiles,64,544,128,64,32,32,0,1,1,4294967295
bDefaultTiles,96,544,128,64,32,32,0,1,1,4294967295
bDefaultTiles,0,576,128,96,32,32,0,1,1,4294967295
bDefaultTiles,32,576,128,96,32,32,0,1,1,4294967295
bDefaultTiles,64,416,128,96,32,32,0,1,1,4294967295
bDefaultTiles,0,416,128,96,32,32,0,1,1,4294967295
bDefaultTiles,32,416,128,96,32,32,0,1,1,4294967295
bDefaultTiles,96,416,128,96,32,32,0,1,1,4294967295
tlQDarxW,32,352,0,0,32,32,0,1,1,4294967295
tlQDarxW,0,352,0,0,32,32,0,1,1,4294967295
tlQDarxW,0,320,0,0,32,32,0,1,1,4294967295
tlQDarxW,32,320,0,0,32,32,0,1,1,4294967295
tlQDarxW,32,224,0,0,32,32,0,1,1,4294967295
tlQDarxW,0,224,0,0,32,32,0,1,1,4294967295
tlQDarxW,0,192,0,0,32,32,0,1,1,4294967295
tlQDarxW,32,192,0,0,32,32,0,1,1,4294967295
tlQDarxW,32,96,0,0,32,32,0,1,1,4294967295
tlQDarxW,0,96,0,0,32,32,0,1,1,4294967295
tlQDarxW,0,64,0,0,32,32,0,1,1,4294967295
tlQDarxW,32,64,0,0,32,32,0,1,1,4294967295
bDefaultTiles,96,384,128,96,32,32,0,1,1,4294967295
bDefaultTiles,32,384,128,96,32,32,0,1,1,4294967295
bDefaultTiles,0,384,128,96,32,32,0,1,1,4294967295
bDefaultTiles,64,384,128,96,32,32,0,1,1,4294967295
bDefaultTiles,64,352,128,96,32,32,0,1,1,4294967295
bDefaultTiles,64,320,128,96,32,32,0,1,1,4294967295
bDefaultTiles,64,288,128,96,32,32,0,1,1,4294967295
bDefaultTiles,0,288,128,96,32,32,0,1,1,4294967295
bDefaultTiles,32,288,128,96,32,32,0,1,1,4294967295
bDefaultTiles,96,288,128,96,32,32,0,1,1,4294967295
bDefaultTiles,96,320,128,96,32,32,0,1,1,4294967295
bDefaultTiles,96,352,128,96,32,32,0,1,1,4294967295
bDefaultTiles,96,256,128,96,32,32,0,1,1,4294967295
